Node,2-12,7,,,,,,,,,,,,,,,,,,,,,,,
Canal,Canal Key,Type_Child Node,Parent Key,Child Key,Parent Name,Child Name,Section,ID,Class,under confirm,Direction,Length,Offset,Photo,Hilight_ChildNode,Area,Cum_Area,fishpond,A,Bigger_ID P3A,Latest Growing Stage,UPI,Golongan_Canal,Golongan_TB,Bank
Sepelem SC.,R_M1_S25,TB,R_Spl_03,R_Spl_03_Ka,B.Spl.2,Spl.2 Ka,,TB_R_Spl_03_Ka,TB,,down,60,0,,,75.01,75,,,R007_656,Sudah Panen,,,Golongan 2,R
Sepelem SC.,R_M1_S25,TB,R_Spl_03,R_Spl_03_Ki,B.Spl.2,Spl.2 Ki,,TB_R_Spl_03_Ki,TB,,up,60,,,,86.07,86,,,R007_657,Sudah Panen,,,Golongan 2,R
Sepelem SC.,R_M1_S25,TB,R_Spl_03,R_Spl_03_Te.1,B.Spl.2,Spl.2 Te.1,,TB_R_Spl_03_Te.1,TB,,right,72.8,82.9,,,173.04,173,,,R007_656,Sudah Panen,,,Golongan 2,R
Sepelem SC.,R_M1_S25,TB,R_Spl_03,R_Spl_03_Te.2,B.Spl.2,Spl.2 Te.2,,TB_R_Spl_03_Te.2,TB,,right,72.8,-86.4,,,57.42,57,,,R007_601,Umur Tanaman 61-90,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_02,R_Tu_02_Ka.1,B.Tu.1,Tu.1 Ka.1,,TB_R_Tu_02_Ka.1,TB,,down,60,-40,,,96.7,97,,,R007_648,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_02,R_Tu_02_Ka.2,B.Tu.1,Tu.1 Ka.2,,TB_R_Tu_02_Ka.2,TB,,down,60,64.4,,,68.51,69,,,R007_652,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_03,R_Tu_03_Ka.1,B.Tu.2,Tu.2 Ka.1,,TB_R_Tu_03_Ka.1,TB,,down,61.2,-117.8,,,46.45,46,,,R007_652,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_03,R_Tu_03_Ka.2,B.Tu.2,Tu.2 Ka.2,,TB_R_Tu_03_Ka.2,TB,,down,60,,,,65.12,65,,,R007_653,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_03,R_Tu_03_Ka.3,B.Tu.2,Tu.2 Ka.3,,TB_R_Tu_03_Ka.3,TB,,down,59.8,127.8,,,104.82,105,,,R007_653,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_03,R_Tu_03_Ki,B.Tu.2,Tu.2 Ki,,TB_R_Tu_03_Ki,TB,,up,60,,,,115.92,116,,,R007_654,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_04,R_Tu_04_Ki.1,B.Tu.3,Tu.3 Ki.1,,TB_R_Tu_04_Ki.1,TB,,up,61.2,-119,,,82.2,82,,,R007_629,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_04,R_Tu_04_Ki.2,B.Tu.3,Tu.3 Ki.2,,TB_R_Tu_04_Ki.2,TB,,up,60,,,,41.25,41,,,R007_629,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_04,R_Tu_04_Ki.3,B.Tu.3,Tu.3 Ki.3,,TB_R_Tu_04_Ki.3,TB,,up,61.2,113.2,,,43.73,44,,,R007_629,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_05,R_Tu_05_Ka.1,B.Tu.4,Tu.4 Ka.1,,TB_R_Tu_05_Ka.1,TB,,down,60,-40,,,65.96,66,,,R007_612,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_05,R_Tu_05_Ka.2,B.Tu.4,Tu.4 Ka.2,,TB_R_Tu_05_Ka.2,TB,,down,60,40,,,86.66,87,,,R007_649,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_06,R_Tu_06_Ka.1,B.Tu.5,Tu.5 Ka.1,,TB_R_Tu_06_Ka.1,TB,,right,60,-90,,,135.84,136,,,R007_670,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_06,R_Tu_06_Ka.2,B.Tu.5,Tu.5 Ka.2,,TB_R_Tu_06_Ka.2,TB,,right,60,,,,150.37,150,,,R007_619,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_06,R_Tu_06_Ka.3,B.Tu.5,Tu.5 Ka.3,,TB_R_Tu_06_Ka.3,TB,,right,60,90,,,69.33,69,,,R007_620,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_07,R_Tu_07_Ka,B.Tu.6,Tu.6 Ka,,TB_R_Tu_07_Ka,TB,,right,60,,,,66.14,66,,,R007_680,Sudah Panen,,,Golongan 2,R
Tirtaupaya SC.,R_M1_S26,TB,R_Tu_07,R_Tu_07_Ki,B.Tu.6,Tu.6 Ki,,TB_R_Tu_07_Ki,TB,,left,60,,,,91.78,92,,,R007_681,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_01,R_Ksb_01_Ka,B.Ksb.1.1,Ksb.1.1 Ka,,TB_R_Ksb_01_Ka,TB,,down,60,,,,67.21,67,,,R007_612,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_02,R_Ksb_02_Ka,B.Ksb.1,Ksb.1 Ka,,TB_R_Ksb_02_Ka,TB,,down,60,,,,55.79,56,,,R007_658,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_02,R_Ksb_02_Ki,B.Ksb.1,Ksb.1 Ki,,TB_R_Ksb_02_Ki,TB,,up,57.6,-63.8,,,49.01,49,,,R007_649,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_03,R_Ksb_03_Ka,B.Ksb.2,Ksb.2 Ka,,TB_R_Ksb_03_Ka,TB,,right,60,-90,,,59.83,60,,,R007_658,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_03,R_Ksb_03_Ka.1,B.Ksb.2,Ksb.2 Ka.1,,TB_R_Ksb_03_Ka.1,TB,,right,60,-32.1,,,113.62,114,,,R007_664,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_03,R_Ksb_03_Ka.2.1,B.Ksb.2,Ksb.2 Ka.2.1,,TB_R_Ksb_03_Ka.2.1,TB,,right,56.8,26.9,,,84.36,84,,,R007_665,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_03,R_Ksb_03_Ka.2.2,B.Ksb.2,Ksb.2 Ka.2.2,,TB_R_Ksb_03_Ka.2.2,TB,,right,60.8,89.1,,,49.4,49,,,R007_665,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_03,R_Ksb_03_Ki,B.Ksb.2,Ksb.2 Ki,,TB_R_Ksb_03_Ki,TB,,left,60,,,,78.94,79,,,R007_650,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_04,R_Ksb_04_Ka.1,B.Ksb.3,Ksb.3 Ka.1,,TB_R_Ksb_04_Ka.1,TB,,right,60,-40,,,113.23,113,,,R007_610,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_04,R_Ksb_04_Ka.2,B.Ksb.3,Ksb.3 Ka.2,,TB_R_Ksb_04_Ka.2,TB,,right,60,40,,,134.1,134,,,R007_609,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_04,R_Ksb_04_Ki.1,B.Ksb.3,Ksb.3 Ki.1,,TB_R_Ksb_04_Ki.1,TB,,left,60,-40,,,77.54,78,,,R007_611,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_04,R_Ksb_04_Ki.2,B.Ksb.3,Ksb.3 Ki.2,,TB_R_Ksb_04_Ki.2,TB,,left,60,40,,,70.23,70,,,R007_611,Sudah Panen,,,Golongan 2,R
Kesambi SC.,R_M1_S27,TB,R_Ksb_04,R_Ksb_04_Te,B.Ksb.3,Ksb.3 Te,,TB_R_Ksb_04_Te,TB,,up,60,,,,25.76,26,,,R007_651,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_01,R_Dr_01_Ki,B.Dr.1.1,Dr.1.1 Ki,,TB_R_Dr_01_Ki,TB,,up,60,,,,98.43,98,,,R007_671,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_02,R_Dr_02_Ka.1,B.Dr.1,Dr.1 Ka.1,,TB_R_Dr_02_Ka.1,TB,,down,58.3,-56.7,,,77.75,78,,,R007_669,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_02,R_Dr_02_Ka.2,B.Dr.1,Dr.1 Ka.2,,TB_R_Dr_02_Ka.2,TB,,down,58.3,66.4,,,63.97,64,,,R007_669,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_02,R_Dr_02_Ki,B.Dr.1,Dr.1 Ki,,TB_R_Dr_02_Ki,TB,,up,60,-55,,,67.51,68,,,R007_671,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_03,R_Dr_03_Ka,B.Dr.2,Dr.2 Ka,,TB_R_Dr_03_Ka,TB,,right,60,,,,129.75,130,,,R007_672,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_03,R_Dr_03_Ki,B.Dr.2,Dr.2 Ki,,TB_R_Dr_03_Ki,TB,,left,60,,,,57.14,57,,,R007_673,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_04,R_Dr_04_Ki.1,B.Dr.3,Dr.3 Ki.1,,TB_R_Dr_04_Ki.1,TB,,left,60,-15.1,,,42.44,42,,,R007_673,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_04,R_Dr_04_Ki.2,B.Dr.3,Dr.3 Ki.2,,TB_R_Dr_04_Ki.2,TB,,left,60,40,,,105.93,106,,,R007_674,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_05,R_Dr_05_Ki.1.1,B.Dr.4,Dr.4 Ki.1.1,,TB_R_Dr_05_Ki.1.1,TB,,left,61.7,-56.6,,,58.42,58,,,R007_675,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_05,R_Dr_05_Ki.1.2,B.Dr.4,Dr.4 Ki.1.2,,TB_R_Dr_05_Ki.1.2,TB,,left,60,,,,78.64,79,,,R007_675,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_05,R_Dr_05_Ki.2,B.Dr.4,Dr.4 Ki.2,,TB_R_Dr_05_Ki.2,TB,,left,65,58.3,,,61.23,61,,,R007_676,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_06,R_Dr_06_Ki,B.Dr.5.1,Dr.5.1 Ki,,TB_R_Dr_06_Ki,TB,,left,60,,,,39.09,39,,,R007_676,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_07,R_Dr_07_Ka,B.Dr.5,Dr.5 Ka,,TB_R_Dr_07_Ka,TB,,right,60,,,,139.67,140,,,R007_677,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_07,R_Dr_07_Ki.1,B.Dr.5,Dr.5 Ki.1,,TB_R_Dr_07_Ki.1,TB,,left,60,-40,,,98.98,99,,,R007_679,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_07,R_Dr_07_Ki.2,B.Dr.5,Dr.5 Ki.2,,TB_R_Dr_07_Ki.2,TB,,left,60,40,,,79.8,80,,,R007_679,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_08,R_Dr_08_Ka.1,B.Dr.6.1,Dr.6.1 Ka.1,,TB_R_Dr_08_Ka.1,TB,,right,60,-40,,,88.81,89,,,R007_678,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_08,R_Dr_08_Ka.2,B.Dr.6.1,Dr.6.1 Ka.2,,TB_R_Dr_08_Ka.2,TB,,right,60,40,,,90.64,91,,,R007_682,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_09,R_Dr_09_Ka,B.Dr.6,Dr.6 Ka,,TB_R_Dr_09_Ka,TB,,right,60,-40,,,35.86,36,,,R007_682,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_09,R_Dr_09_Ki.1,B.Dr.6,Dr.6 Ki.1,,TB_R_Dr_09_Ki.1,TB,,left,60,-40,,,67.95,68,,,R007_683,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_09,R_Dr_09_Ki.2,B.Dr.6,Dr.6 Ki.2,,TB_R_Dr_09_Ki.2,TB,,left,60,40,,,65.45,65,,,R007_683,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_10,R_Dr_10_Ka,B.Dr.7,Dr.7 Ka,,TB_R_Dr_10_Ka,TB,,right,60,,,,80.28,80,,,R007_684,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_10,R_Dr_10_Ki.1,B.Dr.7,Dr.7 Ki.1,,TB_R_Dr_10_Ki.1,TB,,left,60,-40,,,65.6,66,,,R007_685,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_10,R_Dr_10_Ki.2,B.Dr.7,Dr.7 Ki.2,,TB_R_Dr_10_Ki.2,TB,,left,60,40,,,57.53,58,,,R007_686,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_12,R_Dr_12_Ka.1,B.Dr.8,Dr.8 Ka.1,,TB_R_Dr_12_Ka.1,TB,,right,60,-40,,,57.91,58,,,R007_687,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_12,R_Dr_12_Ka.2,B.Dr.8,Dr.8 Ka.2,,TB_R_Dr_12_Ka.2,TB,,right,60,40,,,57.38,57,,,R007_687,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_12,R_Dr_12_Ki,B.Dr.8,Dr.8 Ki,,TB_R_Dr_12_Ki,TB,,left,60,,,,50.55,51,,,R007_687,Sudah Panen,,,Golongan 2,R
Darung SC.,R_M1_S28,TB,R_Dr_13,R_Dr_13_Ki,B.Dr.9,Dr.9 Ki,,TB_R_Dr_13_Ki,TB,,left,60,,,,74.58,75,,,R007_688,Sudah Panen,,,Golongan 2,R
Klontongan SC.,R_M1_S29,TB,R_Kl_01,R_Kl_01_Ka.1,B.Kl.1,Kl.1 Ka.1,,TB_R_Kl_01_Ka.1,TB,,down,60,-121.9,,,213.93,214,,,R006_501,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_01,R_Kl_01_Ka.2,B.Kl.1,Kl.1 Ka.2,,TB_R_Kl_01_Ka.2,TB,,down,60,,,,106.69,107,,,R006_506,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_01,R_Kl_01_Ka.3,B.Kl.1,Kl.1 Ka.3,,TB_R_Kl_01_Ka.3,TB,,down,58,110,,,9.73,10,,,R006_506,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_01,R_Kl_01_Ki,B.Kl.1,Kl.1 Ki,,TB_R_Kl_01_Ki,TB,,up,28.4,-124.9,,,55.21,55,,,R006_502,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_02,R_Kl_02_Ki,B.Kl.2.1,Kl.2.1 Ki,,TB_R_Kl_02_Ki,TB,,left,60,,,,66.28,66,,,R006_509,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_03,R_Kl_03_Ka,B.Kl.2,Kl.2 Ka,,TB_R_Kl_03_Ka,TB,,right,60,,,,199.43,199,,,R006_507,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_03,R_Kl_03_Ki,B.Kl.2,Kl.2 Ki,,TB_R_Kl_03_Ki,TB,,left,60,,,,74.37,74,,,R006_503,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_04,R_Kl_04_Ki.1,B.Kl.3,Kl.3 Ki.1,,TB_R_Kl_04_Ki.1,TB,,left,60,-24,,,45.36,45,,,R006_505,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_04,R_Kl_04_Ki.2,B.Kl.3,Kl.3 Ki.2,,TB_R_Kl_04_Ki.2,TB,,left,60,40,,,59.67,60,,,R006_505,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_05,R_Kl_05_Ki.1,B.Kl.4,Kl.4 Ki.1,,TB_R_Kl_05_Ki.1,TB,,left,60,-94.6,,,72.08,72,,,R006_504,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_05,R_Kl_05_Ki.2,B.Kl.4,Kl.4 Ki.2,,TB_R_Kl_05_Ki.2,TB,,left,61.3,-25.3,,,235.12,235,,,R006_511,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_05,R_Kl_05_Ki.3,B.Kl.4,Kl.4 Ki.3,,TB_R_Kl_05_Ki.3,TB,,left,60,40,,,84.9,85,,,R006_513,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_06,R_Kl_06_Ka,B.Kl.5,Kl.5 Ka,,TB_R_Kl_06_Ka,TB,,right,60,,,,184.54,185,,,R006_514,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_07,R_Kl_07_Ka,B.Kl.6,Kl.6 Ka,,TB_R_Kl_07_Ka,TB,,right,60,,,,130.12,130,,,R006_515,Sudah Panen,,,Golongan 3,R
Klontongan SC.,R_M1_S29,TB,R_Kl_07,R_Kl_07_Ki,B.Kl.6,Kl.6 Ki,,TB_R_Kl_07_Ki,TB,,left,60,,,,191.49,191,,,R006_512,Sudah Panen,,,Golongan 3,R
Gunakasian SC.,R_M1_S30,TB,R_Gk_01,R_Gk_01_Ka,B.Gk.1,Gk.1 Ka,,TB_R_Gk_01_Ka,TB,,down,60,,,,161.68,162,,,R006_517,Sudah Panen,,,Golongan 3,R
Gunakasian SC.,R_M1_S30,TB,R_Gk_01,R_Gk_01_Ki,B.Gk.1,Gk.1 Ki,,TB_R_Gk_01_Ki,TB,,up,49.7,-0.7,,,155.54,156,,,R006_518,Sudah Panen,,,Golongan 3,R
Tarik SC.,R_M1_S31,TB,R_Tr_01,R_Tr_01_Ka,B.Tr.1,Tr.1 Ka,,TB_R_Tr_01_Ka,TB,,down,60,,,,86.24,86,,,R006_528,Sudah Panen,,,Golongan 2,R
Tarik SC.,R_M1_S31,TB,R_Tr_01,R_Tr_01_Ki,B.Tr.1,Tr.1 Ki,,TB_R_Tr_01_Ki,TB,,up,60,-55,,,52.36,52,,,R006_529,Sudah Panen,,,Golongan 2,R
Tarik SC.,R_M1_S31,TB,R_Tr_02,R_Tr_02_Ka,B.Tr.2,Tr.2 Ka,,TB_R_Tr_02_Ka,TB,,right,60,,,,107.53,108,,,R006_778,Sudah Panen,,,Golongan 2,R
Tarik SC.,R_M1_S31,TB,R_Tr_02,R_Tr_02_Ki,B.Tr.2,Tr.2 Ki,,TB_R_Tr_02_Ki,TB,,left,60,,,,99.57,100,,,,,,,Golongan 2,R
Manggis SC.,R_M1_S32,TB,R_Mg_01,R_Mg_01_Ki,B.Mg.1,Mg.1 Ki,,TB_R_Mg_01_Ki,TB,,down,60,,,,47.89,48,,,R006_519,Sudah Panen,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_02,R_Mg_02_Ka,B.Mg.2,Mg.2 Ka,,TB_R_Mg_02_Ka,TB,,right,60,,,,57.03,57,,,R006_520,Sudah Panen,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_02,R_Mg_02_Ki,B.Mg.2,Mg.2 Ki,,TB_R_Mg_02_Ki,TB,,left,60,,,,52.33,52,,,R006_519,Sudah Panen,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_03,R_Mg_03_Ka,B.Mg.3,Mg.3 Ka,,TB_R_Mg_03_Ka,TB,,right,60,,,,56.82,57,,,R006_521,Sudah Panen,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_03,R_Mg_03_Ki,B.Mg.3,Mg.3 Ki,,TB_R_Mg_03_Ki,TB,,left,60,,,,57.66,58,,,R006_522,Sudah Panen,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_04,R_Mg_04_Ka,B.Mg.4,Mg.4 Ka,,TB_R_Mg_04_Ka,TB,,right,60,,,,68.03,68,,,R006_523,Sudah Panen,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_04,R_Mg_04_Ki,B.Mg.4,Mg.4 Ki,,TB_R_Mg_04_Ki,TB,,left,60,,,,87.64,88,,,R006_524,Sudah Panen,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_05,R_Mg_05_Ki,B.Mg.5,Mg.5 Ki,,TB_R_Mg_05_Ki,TB,,left,60,,,,68.54,69,,,R006_525,Sudah Panen,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_06,R_Mg_06_Ka,B.Mg.6,Mg.6 Ka,,TB_R_Mg_06_Ka,TB,,right,60,,,,80.64,81,,,R006_526,Pengolahan Tanah,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_06,R_Mg_06_Ki,B.Mg.6,Mg.6 Ki,,TB_R_Mg_06_Ki,TB,,left,60,,,,71.96,72,,,R006_527,Sudah Panen,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_07,R_Mg_07_Ka,B.Mg.7,Mg.7 Ka,,TB_R_Mg_07_Ka,TB,,right,60,,,,34.87,35,,,R006_526,Pengolahan Tanah,,,Golongan 3,R
Manggis SC.,R_M1_S32,TB,R_Mg_07,R_Mg_07_Ki,B.Mg.7,Mg.7 Ki,,TB_R_Mg_07_Ki,TB,,left,60,,,,60.59,61,,,R006_527,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_01,R_So_01_Ka,B.So.1.1,So.1.1 Ka,,TB_R_So_01_Ka,TB,,down,60,,,,31.32,31,,,R006_530,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_02,R_So_02_Ka,B.So.1,So.1 Ka,,TB_R_So_02_Ka,TB,,down,60,,,,57.78,58,,,R006_530,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_02,R_So_02_Ki,B.So.1,So.1 Ki,,TB_R_So_02_Ki,TB,,up,60,,,,48.19,48,,,R006_534,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_03,R_So_03_Ka,B.So.2.1,So.2.1 Ka,,TB_R_So_03_Ka,TB,,down,60,,,,85.54,86,,,R006_535,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_03,R_So_03_Ki,B.So.2.1,So.2.1 Ki,,TB_R_So_03_Ki,TB,,up,60,,,,75.46,75,,,R006_534,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_04,R_So_04_Ka.1,B.So.2,So.2 Ka.1,,TB_R_So_04_Ka.1,TB,,down,61.1,-81.5,,,106.7,107,,,R006_531,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_04,R_So_04_Ka.2,B.So.2,So.2 Ka.2,,TB_R_So_04_Ka.2,TB,,down,60,40,,,73.58,74,,,R006_532,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_04,R_So_04_Ki.1,B.So.2,So.2 Ki.1,,TB_R_So_04_Ki.1,TB,,up,60,-60,,,100.56,101,,,R006_534,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_04,R_So_04_Ki.2,B.So.2,So.2 Ki.2,,TB_R_So_04_Ki.2,TB,,up,58.9,-166.3,,,74.17,74,,,R006_533,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_05,R_So_05_Ka.1.1,B.So.3,So.3 Ka.1.1,,TB_R_So_05_Ka.1.1,TB,,right,87.7,-97.5,,,55.91,56,,,R006_536,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_05,R_So_05_Ka.1.2,B.So.3,So.3 Ka.1.2,,TB_R_So_05_Ka.1.2,TB,,right,86.6,-32.5,,,71.11,71,,,R006_536,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_05,R_So_05_Ka.1.3,B.So.3,So.3 Ka.1.3,,TB_R_So_05_Ka.1.3,TB,,right,89.8,36.8,,,57.39,57,,,R006_537,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_05,R_So_05_Ka.2,B.So.3,So.3 Ka.2,,TB_R_So_05_Ka.2,TB,,right,90.9,114.5,,,87,87,,,R006_538,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_06,R_So_06_Ki,B.So.4,So.4 Ki,,TB_R_So_06_Ki,TB,,left,60,-40,,,89.06,89,,,R006_539,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_07,R_So_07_Ka.1,B.So.5,So.5 Ka.1,,TB_R_So_07_Ka.1,TB,,right,60,-40,,,79.48,79,,,R006_540,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_07,R_So_07_Ka.2,B.So.5,So.5 Ka.2,,TB_R_So_07_Ka.2,TB,,right,60,40,,,51.16,51,,,R006_540,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_07,R_So_07_Ki,B.So.5,So.5 Ki,,TB_R_So_07_Ki,TB,,left,60,,,,55.57,56,,,R006_541,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_08,R_So_08_Ka.1,B.So.6,So.6 Ka.1,,TB_R_So_08_Ka.1,TB,,right,62.1,-60.8,,,16.12,16,,,R006_542,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_08,R_So_08_Ka.2,B.So.6,So.6 Ka.2,,TB_R_So_08_Ka.2,TB,,right,60,,,,79.64,80,,,R006_542,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_08,R_So_08_Ka.3,B.So.6,So.6 Ka.3,,TB_R_So_08_Ka.3,TB,,right,60,52.5,,,60.96,61,,,R006_542,Sudah Panen,,,Golongan 3,R
Sondol SC.,R_M1_S33,TB,R_So_08,R_So_08_Ki.1,B.So.6,So.6 Ki.1,,TB_R_So_08_Ki.1,TB,,left,60,-52.5,,,60.95,61,,,R006_541,Sudah Panen,,,Golongan 3,R
